_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
444,Transit,Transportation,Toronto,Queen Station - Ontario Line,Under construction,To Be Determined,"Part of the Ontario Line, a new 15.6-km, 15-stop subway line running from Exhibition Staiton, through downtown, all the way to the Eglinton Crosstown LRT at Don Mills and Eglinton.","Expected to accommodate 388,000 rides each day, cut commute times by as much as 40 minutes, and reduce daily car trips by 28,000. It will feature more than 40 connections to other transit options and reduce crowding at the TTC's existing Bloor-Yonge, Eglinton and Union stations by 22 per cent, 16 per cent, and 14 per cent respectively.",Toronto,Central,Queen Street / Bay Street ,,Ontario Line,0,,,,,,,
445,Transit,Transportation,Toronto,Moss Park Station - Ontario Line,Under construction,To Be Determined,"Part of the Ontario Line, a new 15.6-km, 15-stop subway line running from Exhibition Staiton, through downtown, all the way to the Eglinton Crosstown LRT at Don Mills and Eglinton.","Expected to accommodate 388,000 rides each day, cut commute times by as much as 40 minutes, and reduce daily car trips by 28,000. It will feature more than 40 connections to other transit options and reduce crowding at the TTC's existing Bloor-Yonge, Eglinton and Union stations by 22 per cent, 16 per cent, and 14 per cent respectively.",Toronto,Central,Queen Street / Parliament Street,,Ontario Line,0,,,,,,,
446,Transit,Transportation,Toronto,Corktown Station - Ontario Line,Under construction,To Be Determined,"Part of the Ontario Line, a new 15.6-km, 15-stop subway line running from Exhibition Staiton, through downtown, all the way to the Eglinton Crosstown LRT at Don Mills and Eglinton.","Expected to accommodate 388,000 rides each day, cut commute times by as much as 40 minutes, and reduce daily car trips by 28,000. It will feature more than 40 connections to other transit options and reduce crowding at the TTC's existing Bloor-Yonge, Eglinton and Union stations by 22 per cent, 16 per cent, and 14 per cent respectively.",Toronto,Central,Front Street / Parliament Street,,Ontario Line,0,,,,,,,
447,Transit,Transportation,Toronto,Don Yard portal/bridge area - Ontario Line,Under construction,To Be Determined,"Part of the Ontario Line, a new 15.6-km, 15-stop subway line running from Exhibition Staiton, through downtown, all the way to the Eglinton Crosstown LRT at Don Mills and Eglinton.","Expected to accommodate 388,000 rides each day, cut commute times by as much as 40 minutes, and reduce daily car trips by 28,000. It will feature more than 40 connections to other transit options and reduce crowding at the TTC's existing Bloor-Yonge, Eglinton and Union stations by 22 per cent, 16 per cent, and 14 per cent respectively.",Toronto,Central,Don Yard,,Ontario Line,0,,,,,,,
448,Transit,Transportation,Toronto,Jimmie Simpson Park - Ontario Line,Under construction,To Be Determined,"Part of the Ontario Line, a new 15.6-km, 15-stop subway line running from Exhibition Staiton, through downtown, all the way to the Eglinton Crosstown LRT at Don Mills and Eglinton.","Expected to accommodate 388,000 rides each day, cut commute times by as much as 40 minutes, and reduce daily car trips by 28,000. It will feature more than 40 connections to other transit options and reduce crowding at the TTC's existing Bloor-Yonge, Eglinton and Union stations by 22 per cent, 16 per cent, and 14 per cent respectively.",Toronto,Central,872 Queen St. E.,M4M 1H9,Ontario Line,0,,,,,,,
449,Transit,Transportation,Toronto,Riverside-Leslieville Station - Ontario Line,Under construction,To Be Determined,"Part of the Ontario Line, a new 15.6-km, 15-stop subway line running from Exhibition Staiton, through downtown, all the way to the Eglinton Crosstown LRT at Don Mills and Eglinton.","Expected to accommodate 388,000 rides each day, cut commute times by as much as 40 minutes, and reduce daily car trips by 28,000. It will feature more than 40 connections to other transit options and reduce crowding at the TTC's existing Bloor-Yonge, Eglinton and Union stations by 22 per cent, 16 per cent, and 14 per cent respectively.",Toronto,Central,872 Queen St. E.,M4M 1H9,Ontario Line,0,,,,,,,
450,Transit,Transportation,Toronto,Logan Avenue rail bridge - Ontario Line,Under construction,To Be Determined,"Part of the Ontario Line, a new 15.6-km, 15-stop subway line running from Exhibition Staiton, through downtown, all the way to the Eglinton Crosstown LRT at Don Mills and Eglinton.","Expected to accommodate 388,000 rides each day, cut commute times by as much as 40 minutes, and reduce daily car trips by 28,000. It will feature more than 40 connections to other transit options and reduce crowding at the TTC's existing Bloor-Yonge, Eglinton and Union stations by 22 per cent, 16 per cent, and 14 per cent respectively.",Toronto,Central,872 Queen St. E.,M4M 1H9,Ontario Line,0,,,,,,,
451,Transit,Transportation,Toronto,Dundas Street East rail bridge - Ontario Line,Under construction,To Be Determined,"Part of the Ontario Line, a new 15.6-km, 15-stop subway line running from Exhibition Staiton, through downtown, all the way to the Eglinton Crosstown LRT at Don Mills and Eglinton.","Expected to accommodate 388,000 rides each day, cut commute times by as much as 40 minutes, and reduce daily car trips by 28,000. It will feature more than 40 connections to other transit options and reduce crowding at the TTC's existing Bloor-Yonge, Eglinton and Union stations by 22 per cent, 16 per cent, and 14 per cent respectively.",Toronto,Central,872 Queen St. E.,M4M 1H9,Ontario Line,0,,,,,,,
452,Transit,Transportation,Toronto,Gerrard Station - Ontario Line,Under construction,To Be Determined,"Part of the Ontario Line, a new 15.6-km, 15-stop subway line running from Exhibition Staiton, through downtown, all the way to the Eglinton Crosstown LRT at Don Mills and Eglinton.","Expected to accommodate 388,000 rides each day, cut commute times by as much as 40 minutes, and reduce daily car trips by 28,000. It will feature more than 40 connections to other transit options and reduce crowding at the TTC's existing Bloor-Yonge, Eglinton and Union stations by 22 per cent, 16 per cent, and 14 per cent respectively.",Toronto,Central,872 Queen St. E.,M4M 1H9,Ontario Line,0,,,,,,,
453,Transit,Transportation,Toronto,Pape Station - Ontario Line,Under construction,To Be Determined,"Part of the Ontario Line, a new 15.6-km, 15-stop subway line running from Exhibition Staiton, through downtown, all the way to the Eglinton Crosstown LRT at Don Mills and Eglinton.","Expected to accommodate 388,000 rides each day, cut commute times by as much as 40 minutes, and reduce daily car trips by 28,000. It will feature more than 40 connections to other transit options and reduce crowding at the TTC's existing Bloor-Yonge, Eglinton and Union stations by 22 per cent, 16 per cent, and 14 per cent respectively.",Toronto,Central,743 Pape Ave.,M4K 3T1,Ontario Line,0,,,,,,,
454,Transit,Transportation,Toronto,Pape/Sammon - Ontario Line,Under construction,To Be Determined,"Part of the Ontario Line, a new 15.6-km, 15-stop subway line running from Exhibition Staiton, through downtown, all the way to the Eglinton Crosstown LRT at Don Mills and Eglinton.","Expected to accommodate 388,000 rides each day, cut commute times by as much as 40 minutes, and reduce daily car trips by 28,000. It will feature more than 40 connections to other transit options and reduce crowding at the TTC's existing Bloor-Yonge, Eglinton and Union stations by 22 per cent, 16 per cent, and 14 per cent respectively.",Toronto,Central,743 Pape Ave.,M4K 3T1,Ontario Line,0,,,,,,,
455,Transit,Transportation,Toronto,Thorncliffe Park Station - Ontario Line,Under construction,To Be Determined,"Part of the Ontario Line, a new 15.6-km, 15-stop subway line running from Exhibition Staiton, through downtown, all the way to the Eglinton Crosstown LRT at Don Mills and Eglinton.","Expected to accommodate 388,000 rides each day, cut commute times by as much as 40 minutes, and reduce daily car trips by 28,000. It will feature more than 40 connections to other transit options and reduce crowding at the TTC's existing Bloor-Yonge, Eglinton and Union stations by 22 per cent, 16 per cent, and 14 per cent respectively.",Toronto,Central,26 Overlea Blvd.,M4H 1A4,Ontario Line,0,,,,,,,
456,Transit,Transportation,Toronto,"Operations, Maintenance, Storage Facility - Ontario Line",Under construction,To Be Determined,"Part of the Ontario Line, a new 15.6-km, 15-stop subway line running from Exhibition Staiton, through downtown, all the way to the Eglinton Crosstown LRT at Don Mills and Eglinton.","Expected to accommodate 388,000 rides each day, cut commute times by as much as 40 minutes, and reduce daily car trips by 28,000. It will feature more than 40 connections to other transit options and reduce crowding at the TTC's existing Bloor-Yonge, Eglinton and Union stations by 22 per cent, 16 per cent, and 14 per cent respectively.",Toronto,Central,36 Overlea Blvd.,M4H 1B7,Ontario Line,0,,,,,,,
457,Transit,Transportation,Toronto,Tunnel launch site/Sheppard Ave. & McCowan Rd. station - SSE,Under construction,To Be Determined,"Part of the Scarborough Subway Extension, an approximately 8-kilometer extension of the TTC's existing Line 2 subway, with three proposed stops, from Kennedy Station to a new terminus at Sheppard Avenue and McCowan Road","The Scarborough Subway Extension is a 7.8 kilometre extension of TTC's Line 2 Bloor-Danforth Subway, from the existing Kennedy Station northeast to McCowan Road/Sheppard Avenue. The line will include three new stations at Lawrence Avenue and McCowan Road, Scarborough Centre and a terminal station at McCowan Road and Sheppard Avenue.",Toronto,Central,Sheppard Ave./McCowan Rd.,M1S 2Y3,Scarborough Subway Extension,0,,,,,,,
458,Transit,Transportation,Vaughan,Vaughan Metropolitan Centre Station,Complete,December 2017,New Toronto-York Spadina Subway Extension station,8.6 kilometre extension from Sheppard West (formerly Downsview) station northwest through York University and north to the Vaughan Metropolitan Centre,York,Central,,,Toronto-York Spadina Subway extension,0,,,,,,43.793758,-79.527476
459,Transit,Transportation,Vaughan,Highway 407 Stop,Complete,December 2017,New Toronto-York Spadina Subway Extension station,8.6 kilometre extension from Sheppard West (formerly Downsview) station northwest through York University and north to the Vaughan Metropolitan Centre,York,Central,,,Toronto-York Spadina Subway extension,0,,,,,,43.783519,-79.522991
460,Transit,Transportation,Vaughan,Rutherford GO Station Grade Separation and Parking Structure,Under construction,Late 2023,GO Expansion - Early Works,"The Rutherford GO Station package includes a new multi-level parking garage, a new station building, upgraded pick-up and drop-off, new bus loop with seamless connections to York Region Transit, 100 indoor secure bike parking spaces, and double track with new east platform. Metrolinx is also building a grade separation on Rutherford Road from Westburne Drive to Peter Rupert Avenue that’ll enhance community safety and prevent drivers from having to wait at the rail crossing.",York,Central,699 Westburne Dr,L4K 4Z1,,"$239,000,000",,Yes,,,https://www.metrolinx.com/en/projects-and-programs/barrie-line-go-expansion/what-were-building/rutherford-go-station,43.837986,-79.500219
461,Transit,Transportation,Vaughan,Maple GO Station,Complete,To Be Determined,Maple GO Station,,York,Central,,,Barrie GO Line,0,,,,,,43.859348,-79.505951
462,Transit,Transportation,Vaughan,Rutherford GO Station,Complete,To Be Determined,Existing station on the Barrie Line,,York,Central,,,Barrie GO Line,0,,,,,,43.838445,-79.498792
463,Transit,Transportation,Vaughan,Jane/407 GO Bus Station,Complete,December 2017,Construction of a 18-bay bus terminal,"Connecting GO bus, York Region VIVA transit and TTC services, will include 600 parking spaces and pick-up and drop-off area",York,Central,,,,0,,,,,http://www.gotransit.com/public/en/improve/projects/jane407/,43.783071,-79.524446
464,Transit,Transportation,Wasaga Beach,Wasaga Beach Transit Expansion,Under construction,December 2027,"Purchase eight buses, construct several transit shelters and other bus stop improvements.","Increased accessibility, capacity, and quality of the public transit system.",Simcoe,Central,,,,"$1,638,000",Yes,Yes,Yes,,,,
465,Transit,Transportation,Waterloo,Waterloo ION Rapid Transit,Complete,June 2019,"This project involved construction of light rail travels between Conestoga station in Waterloo and Fairway station in Kitchener, with a total of 19 stations along the route. At Fairway station, ION light rail connects to ION bus (Route 302) and travels to the Ainslie Street Terminal in Cambridge.  ",Improved mobility and transportation user-experience.,Waterloo,Southwest,,,Waterloo ION Rapid Transit,"$868,000,000",Yes,Yes,Yes,,http://www.rapidtransit.regionofwaterloo.ca/en/index.asp,,
466,Transit,Transportation,Waterloo,Grand River Transit - Additional Conventional Buses,Complete,December 2022,Purchase 15 diesel buses.,Improved public transit system capacity in the Regional Municipality of Waterloo.,Waterloo,Southwest,85 Chandler Drive,N2E 3M6,,"$9,922,500",Yes,Yes,Yes,,,,
467,Transit,Transportation,Waterloo,Grand River Transit - Replacement of MobilityPLUS Vehicles,Planning,September 2024,Purchase 19 specialized transit buses.,"Improved capacity, reliability and access to the specialized transit services in the Regional Municipality of Waterloo. ",Waterloo,Southwest,85 Chandler Drive,N2E 3M6,,"$3,562,500",Yes,Yes,Yes,,,,
468,Transit,Transportation,Waterloo,Grand River Transit - Purchase of Additional MobilityPLUS Vehicles,Complete,March 2022,Purchase 2 specialized service buses. ,"Improved capacity, reliability and access to the specialized transit services in the Regional Municipality of Waterloo. ",Waterloo,Southwest,85 Chandler Drive,N2E 3M6,,"$400,000",Yes,Yes,Yes,,,,
469,Transit,Transportation,Waterloo,Northfield Drive Maintenance and Storage Facility,Complete,March 2022,"The Project will construct a new maintenance storage facility which will provide new maintenance/storage space for Region of Waterloo buses. It will have a capacity to house 200 buses, 22 maintenance bays, three inspection pits, one degrease bay, one tire bay, two wash stations and a dedicated cleaning lane. It will also provide new administration space and parts storage capacity. ",Improved high capacity service and reduced emissions. Enhanced transit integration by creating a feeder service to ION (light rail system) for buses serviced.,Waterloo,Southwest,300-350 Northfield Drive East,N2V 2J4,,"$135,804,200",Yes,Yes,Yes,,,43.1546,-79.1518
470,Transit,Transportation,Waterloo,Grand River Transit - Conventional Bus Replacement,Complete,March 2022,Purchase 15 new clean diesel buses.,Improved quality and safety of the Waterloo Region's transit system.,Waterloo,Southwest,85 Chandler Drive,N2E 3M6,,"$9,922,500",Yes,Yes,Yes,,,,
471,Transit,Transportation,Waterloo Region,Conestoga Station,Complete,June 2019,Waterloo ION station. The northern end of the ION route. ,"It will provide easy access to Conestoga Mall, a major shopping destination that sees more than six million visitors every year. It will be a major transit interchange with connections to GRT and iXpress bus services.",Waterloo,Southwest,,,Waterloo ION Rapid Transit,0,,,,,http://www.rapidtransit.regionofwaterloo.ca/en/index.asp,43.498278,-80.529389
472,Transit,Transportation,Waterloo Region,Northfield Station,Complete,June 2019,"Waterloo ION station, located along the existing rail corridor on Northfield Drive West, close to Parkdale.",It will serve an extensive industrial and employment area along the City of Waterloo's northern edge. ,Waterloo,Southwest,,,Waterloo ION Rapid Transit,0,,,,,http://www.rapidtransit.regionofwaterloo.ca/en/index.asp,43.497753,-80.54355
473,Transit,Transportation,Waterloo Region,Research and Technology Station,Complete,June 2019,"Waterloo ION station, situated on the rail line between Columbia and Bearinger.",It will provide access to industries east of the stop as well as the Lakeshore and Columbia neighbourhoods to the north. It is set in the heart of an area that will grow and develop over the next 20 years.,Waterloo,Southwest,,N2L 3X2,Waterloo ION Rapid Transit,0,,,,,http://www.rapidtransit.regionofwaterloo.ca/en/index.asp,43.482039,-80.545269
474,Transit,Transportation,Waterloo Region,University of Waterloo Station,Complete,June 2019,"Waterloo ION station, located between Engineering 5 and Davis Centre buildings on the University of Waterloo campus.",It will serve students and employees who attend and work at the university's main campus.,Waterloo,Southwest,,N2L 3G1,Waterloo ION Rapid Transit,0,,,,,http://www.grt.ca/en/about-grt/university-of-waterloo-station.aspx,43.473619,-80.541592
475,Transit,Transportation,Waterloo Region,Laurier-Waterloo Park Station,Complete,June 2019,Waterloo ION station,It will provide fast and efficient access to the park during community events.,Waterloo,Southwest,,,Waterloo ION Rapid Transit,0,,,,,http://www.rapidtransit.regionofwaterloo.ca/en/index.asp,43.469058,-80.534722
476,Transit,Transportation,Waterloo Region,Waterloo Public Square Station,Complete,June 2019,Waterloo ION station linked to Uptown Waterloo neighbourhood. It serves those heading north from Allen.,"It will act as key destination points for shoppers, employees, tourists and those attending a wealth of activities, events and festivals. ",Waterloo,Southwest,75 King St S,N2J 1P2,Waterloo ION Rapid Transit,0,,,,,http://www.rapidtransit.regionofwaterloo.ca/en/index.asp,43.464175,-80.522956
477,Transit,Transportation,Waterloo Region,Waterloo ION station,Complete,June 2019,"Construction of light rail transit between Conestoga Mall (Waterloo) and Fairview Park Mall (Kitchener ), and bus rapid transit between Fairview Park Mall and the Ainslie Street Terminal (Cambridge).",,Waterloo,Southwest,,N2J 1P2,Waterloo ION Rapid Transit,0,,,,,http://www.rapidtransit.regionofwaterloo.ca/en/index.asp,43.462594,-80.523728
478,Transit,Transportation,Waterloo Region,Allen Station,Complete,June 2019,"Waterloo ION station, located in the centre of the road, at the intersection of King and Allen.","It will serve the neighbourhoods of Mary Allen and Uptown West, and provide easy access to the Iron Horse Trail for walking and  cycling.",Waterloo,Southwest,,,Waterloo ION Rapid Transit,0,,,,,http://www.rapidtransit.regionofwaterloo.ca/en/index.asp,43.460192,-80.519003
479,Transit,Transportation,Waterloo Region,Grand River Hospital Station,Complete,June 2019,"Waterloo ION station, located in the centre of the road right in front of Grand River Hospital."," It will provide easy access for patients, visitors, and staff of the hospital and surrounding medical services. ",Waterloo,Southwest,,,Waterloo ION Rapid Transit,0,,,,,http://www.rapidtransit.regionofwaterloo.ca/en/index.asp,43.457214,-80.511703
480,Transit,Transportation,Waterloo Region,Central Station - Innovation District Station,Complete,June 2019,"Waterloo ION station, located within the City of Kitchener's Innovation District, in the heart of a transformed downtown neighbourhood.",It will provide important connections to GO Transit and VIA Rail services.,Waterloo,Southwest,,,Waterloo ION Rapid Transit,0,,,,,http://www.rapidtransit.regionofwaterloo.ca/en/index.asp,43.453453,-80.499778
481,Transit,Transportation,Waterloo Region,Victoria Park Station,Complete,June 2019,"Waterloo ION station, serving southbound trips. ","It will serve a growing number of downtown residents, with residential development continuing in this area. ",Waterloo,Southwest,,,Waterloo ION Rapid Transit,0,,,,,http://www.rapidtransit.regionofwaterloo.ca/en/index.asp,43.450114,-80.493453
482,Transit,Transportation,Waterloo Region,Kitchener City Hall Station,Complete,June 2019,"Waterloo ION station, serving northbound trips. Nearby destinations include St Mary's Church and the Kitchener Downtown Community Centre.",It will provide access to numerous events and activities in Downtown Kitchener as well as nearby Victoria Park.,Waterloo,Southwest,,,Waterloo ION Rapid Transit,0,,,,,http://www.rapidtransit.regionofwaterloo.ca/en/index.asp,43.452081,-80.49115
483,Transit,Transportation,Waterloo Region,Frederick Station,Complete,June 2019,"The second of two ION stops serving downtown Kitchener, providing access to the Waterloo Region Courthouse.",Those attending major events in the region will use this stop to attend shows at the Centre in the Square and Oktoberfest activities. It will also provide access to major employers such as the Region of Waterloo and Manulife.,Waterloo,Southwest,,,Waterloo ION Rapid Transit,0,,,,,http://www.rapidtransit.regionofwaterloo.ca/en/index.asp,43.450003,-80.487106
484,Transit,Transportation,Waterloo Region,Queen Station ,Complete,June 2019,Waterloo ION station serving southbound trips. ,Those attending major events in the region will use this stop to attend shows at the Centre in the Square and Oktoberfest activities. It will provide access to major employers such as the Region of Waterloo and Manulife. ,Waterloo,Southwest,,,Waterloo ION Rapid Transit,0,,,,,http://www.rapidtransit.regionofwaterloo.ca/en/index.asp,43.448442,-80.488794
485,Transit,Transportation,Waterloo Region,Kitchener Market Station,Complete,June 2019,"Waterloo ION station, serving several adjoining residential areas including the established Cameron Heights neighbourhood.",This area has a high potential for redevelopment.,Waterloo,Southwest,,,Waterloo ION Rapid Transit,0,,,,,http://www.rapidtransit.regionofwaterloo.ca/en/index.asp,43.446681,-80.484283
486,Transit,Transportation,Waterloo Region,Borden Station,Complete,June 2019,"Waterloo ION station, which links to GRT and future iXpress service along Ottawa.",It will provide access to local fitness centres including Grand River Rocks and Cross Fit Kitchener.,Waterloo,Southwest,,,Waterloo ION Rapid Transit,0,,,,,http://www.rapidtransit.regionofwaterloo.ca/en/index.asp,43.442178,-80.474692
487,Transit,Transportation,Waterloo Region,Mill Station,Complete,June 2019,"Waterloo ION station, located within a residential neighbourhood, beside the Central Baptist Church.",It will consist of one centre platform on the rail line east of Ottawa. It will develop into a major transfer point for GRT and iXpress buses.,Waterloo,Southwest,,,Waterloo ION Rapid Transit,0,,,,,http://www.rapidtransit.regionofwaterloo.ca/en/index.asp,43.433472,-80.477794
488,Transit,Transportation,Waterloo Region,Block Line Station,Complete,June 2019,"Construction of light rail transit between Conestoga Mall (Waterloo) and Fairview Park Mall (Kitchener ), and bus rapid transit between Fairview Park Mall and the Ainslie Street Terminal (Cambridge).",,Waterloo,Southwest,,,Waterloo ION Rapid Transit,0,,,,,http://www.rapidtransit.regionofwaterloo.ca/en/index.asp,43.423153,-80.463319
489,Transit,Transportation,Waterloo Region,Fairway Station,Complete,June 2019,"A key connection point on the ION route, linking LRT in Kitchener with adapted bus rapid transit, which extends south to the Ainslie Street transit terminal in Cambridge. It is an important gateway to GRT, providing access to numerous local bus routes as well as iXpress services.","ION passengers will use this stop to access one of the region's largest shopping centres, ensuring a convenient connection for shoppers and employees. ",Waterloo,Southwest,,,Waterloo ION Rapid Transit,0,,,,,http://www.rapidtransit.regionofwaterloo.ca/en/index.asp,43.422389,-80.441936
490,Transit,Transportation,Waterloo Region,Ottawa Street at Highway 7 to King Street Reconstruction (Including Bike lanes),Complete,November 2022,Construction of 1.72 km of new bike lanes on Ottawa Street from King Street to Highway 7.,"The bike lanes will provide a continuous cycling route along Ottawa Street from adjacent bike lanes, connecting to the new Borden Avenue ION rapid transit station.",Waterloo,Southwest,,,,"$2,375,001",Yes,Yes,Yes,,,,
491,Transit,Transportation,Waterloo Region,Cycling and Pedestrian Bridge,Under construction,October 2024,Construct a pedestrian and cycling bridge at Highway 7/8.,Improved active transportation options for residents and increased access to the public transit system,Waterloo,Southwest,,,,"$9,500,000",Yes,Yes,Yes,,,43.2535,-80.293
492,Transit,Transportation,Waterloo Region,Multi Use Trail - Lackner Boulevard,Complete,September 2021,Construction of a 1.9 km multi-use trail on  Lackner Boulevard.,Expanded active transportation network and improved connectivity to the public transit system.,Waterloo,Southwest,,,,"$782,500",Yes,Yes,Yes,,,,
493,Transit,Transportation,Waterloo Region,Transit Service Expansion ,Planning,December 2026,"Expand the Conestoga College Doon Campus transit station to include six new buses and a bus terminal, bike parking, heated shelters and new signage.",Safer and more efficient public transit system.,Waterloo,Southwest,,,,"$9,375,000",Yes,Yes,Yes,,,,
494,Transit,Transportation,Waterloo Region,Market Trail to ION Light Rail Transit,Under construction,December 2025,"Construct a 1.7 km shared-use active transportation trail to ION Light Rail Transit, including 10 bike racks, improvements at 3 road crossings, and the installation of new LED lighting.",Improved and safer access the light-rail transit system  for pedestrians and cyclists.,Waterloo,Southwest,,,,"$2,810,000",Yes,Yes,Yes,,,43.2952,-80.3237
495,Transit,Transportation,Waterloo Region,Iron Horse Trail Improvements,Complete,December 2023,"Add 5 km of new pedestrian walkways and bike lanes to the Iron Horse Trail, connecting to public transit stops. ",Improved safety for cyclists and pedestrians when using the trail and public transit in the area.  ,Waterloo,Southwest,,,,"$1,250,000",Yes,Yes,Yes,,,43.2654,-80.2842
496,Transit,Transportation,Waterloo Region,Transit Infrastructure Improvements,Under construction,December 2025,"Renovate 60 bus stops with new hard surface pads, build 10 bus shelters and improvements made to 2 pedestrian crossings and 10 intersections. ",Increased safety and accessibility of the transit system.,Waterloo,Southwest,,,,"$2,526,250",Yes,Yes,Yes,,,,
497,Transit,Transportation,Waterloo Region,Intelligent transportation Systems ,Under construction,October 2033,"Install 30 new digital information displays at LRT platforms and 9 new on-board information displays. Upgrades  to the mobile payment app, as well as to 36 mobile payment validation machines and 25 point-of-sale units.","Improved operation of public transit, and greater convenience for transit riders.",Waterloo,Southwest,,,,"$2,131,250",Yes,Yes,Yes,,,,
498,Transit,Transportation,Waterloo Region,Transit Shelter Canopy,Complete,January 2022,Construct several heated bus shelters and bike storage areas at the University of Waterloo bus station. ,Improved passenger experience and accessibility to the transit system.,Waterloo,Southwest,,,,"$3,750,000",Yes,Yes,Yes,,,,
499,Transit,Transportation,Waterloo Region,Hespeler Road Cycling Facility,Under construction,2024,Construct a biking facility  to provide a crossing at Highway 401 at Hespeler Road from the eastbound ramp to HWY 401 to the westbound ramp to HWY 401.,"Improved connections to Groh Avenue and to Pinebush Road, which are adjacent to numerous bus routes.",Waterloo,Southwest,,,,"$2,375,001",Yes,Yes,Yes,,,43.2448,-80.194
500,Transit,Transportation,Welland,Transit Operations Facility,Planning,December 2025,Construct a new transit operations facility in the City of Welland on the same site as the current facility.,Improved capacity and quality of the public transit infrastructure in Welland.,Niagara,Central,,,,"$15,000,000",Yes,Yes,Yes,,,42.96861,-79.25804
501,Transit,Transportation,West Elgin,Specialized Transit Vehicle,Planning,2023,Purchase a specialized accessible bus to replace the existing bus that is nearing the end of its operational life.,More reliable and safer service to more remote areas of the community.,Elgin,Southwest,,,,"$90,000",Yes,Yes,Yes,,,,
502,Transit,Transportation,Whitby,GO Transit East Rail Maintenance Facility,Complete,December 2017,Construction of a new maintenance facility,"500,000 sq. ft. space dedicated to mechanical maintenance, body repair, day-to-day cleaning; additional storage for up to 13 12-car GO Transit passenger trains.",Durham,Central,South Blair St / Victoria St E,,,"$859,200,000",,Yes,Yes,,http://www.infrastructureontario.ca/East-Rail-Maintenance-Facility/,43.864614,-78.924771
503,Transit,Transportation,Whitchurch-Stouffville,Lincolnville Layover Expansion,Under construction,To Be Determined,GO Expansion - Early Works,"The layover expansion will add an additional three storage tracks as required to support the increase in service to meet GO Expansion (previously RER) service growth projections. The project also includes the realignment of existing storage tracks to accommodate turnouts for the additional tracks, realignment of the Maintenance-Of-Way (MOW) tracks, and upgrades to the existing  systems, including electrical, drainage, fuelling, communication, and mechanical systems, as well as, decommissioning of the existing station services infrastructure upon completion of the new Lincolnville GO Station.",York,Central,,,,0,,,,,http://www.metrolinx.com/en/greaterregion/projects/lincolnville-layover.aspx,43.9966457,-79.23327375
504,Transit,Transportation,Windsor,Replacement of Existing Rolling Stock,Planning,2024,Replace 8 buses in 2020 and 8 buses in 2021 that have exceeded their useful life. Plus purchase 5 expansion buses and up to 2 new supervisor support vans.,Improved customerexperience and reliability of service.,Essex,Southwest,,,,"$14,167,590",Yes,Yes,Yes,,,42.2876,-82.970125
505,Transit,Transportation,Windsor,Grand Marais Road Rehabilitation,Complete,April 2022,Construct 4 kms of bicycle lanes and accessible sidewalks on Grand Marais Road from  Dougall Avenue to Dominion Boulevard.,Safer active transportation along Grand Marais Road.,Essex,Southwest,,,,"$3,523,076",Yes,Yes,Yes,,,42.27132,-83.0207
506,Transit,Transportation,Windsor,Construction of Dougall Avenue including Bike lanes and Sidewalks,Under construction,November 2024,"Construction of 220 metres of new bike lanes and sidewalks on each side of Dougall Avenue, between Ouellette Place and Eugenie Street. ",This will improve access to the public transit system.,Essex,Southwest,,,,"$1,975,571",Yes,Yes,Yes,,,42.283496,-83.020716
507,Transit,Transportation,Windsor,Transit Route Access Improvements,Complete,June 2023,"Construct sidewalks, bicycle lanes, multi-use trails and pedestrian bridges on existing transit routes throughout the city.  ",Improved access to the public transit system.,Essex,Southwest,,,,"$1,983,300",Yes,Yes,Yes,,,42.25916,-83.03405
508,Transit,Transportation,Windsor,Sidewalk Rehabilitation,Under construction,March 2026,Improve 19 kms of sidewalk to better link Windsor residents to the transit system.,Improved capacity and/or quality of pathways and/or active transportation infrastructure,Essex,Southwest,,,,"$5,643,121",Yes,Yes,Yes,,,42.317079,-83.034967
509,Transit,Transportation,Windsor,Pedestrian Crossover Installation in Six Locations,Under construction,March 2025,"This project includes the installation of six pedestrian crossings at the following locations: Drouillard Road at Richmond Street, University Avenue West at Patricia Street, Lauzon Road at Clairview Avenue, Wyandotte St. E. at Marentette, Wyandotte St. W at Dougall, and Forest Glade Dr. at Rosebriar.",Improved access and safety for pedestrians.,Essex,Southwest,,,,"$225,000",Yes,Yes,Yes,,,42.31995,-82.99912
510,Transit,Transportation,Windsor,"Transit Terminals, New Pedestrian Bus Shelters and Customer Amenities",Planning,December 2024,"Upgrade various components of transit stops throughout the  city, including a minimum of 70 new passenger shelters and upgrading existing ones to make them more accessible, new bike facilities and new signage.",Improved capacity and accessibility of the public transit system. ,Essex,Southwest,,,,"$2,500,001",Yes,Yes,Yes,,,42.2876,-82.970125
511,Transit,Transportation,Windsor,Cabana Corridor Improvements  ,Under construction,2024,Construct over 3 kms of designated bike lanes and sidewalks along Cabana Road West from Dougall Avenue to Rankin Avenue.,Improved access to the public transit system.,Essex,Southwest,Cabana Road West,,,"$13,931,155",Yes,Yes,Yes,,,42.255016,-83.015786
